"Text","Target","Source"
" We, the people, need to know","1.0","massshootertweets"
" ok this is the Groverhaus thread. it's time we put this shit on twitter for real. no one rational will ever buy an archives acco…","1.0","massshootertweets"
" There’s three corpses in this room. All have bite marks on their arms. All are decapitated. They’re all wearing toothed neck…","1.0","massshootertweets"
" This day in 1945, Benito Mussolini and his mistress Clara Petacci are both summarily executed by Italian partisans in Giulino…","1.0","massshootertweets"
" ironically exaggerating the woefulness of one's difficulties is such a superior way of life to pissily telling yourself and…","1.0","massshootertweets"
" It's not too late to get a summer beach body! I recommend checking •Abandoned industrial areas •Marshes •Lightly wooded areas…","1.0","massshootertweets"
" (corporate internet and social media are genuinely poisonous but the trope of “being addicted to your phone” is a red herring)","1.0","massshootertweets"
" love when institutions that caused a global financial meltdown tell me poverty isn’t structural but actually about persona…","1.0","massshootertweets"
" the silver lining to the agony that is every online brand scrambling to be quirky is getting to watch as social media manager…","1.0","massshootertweets"
" This is truly art","0.0","massshootertweets"
"I just wanna see what the Chase ratio was","0.0","massshootertweets"
" You why is my balance so low Bank account you live in a society that systemically denies wealth opportunity to entire…","1.0","massshootertweets"
" Once again  creates an unconventional apocalypse scenario that's beyond terrifying in ways you could never imagin…","1.0","massshootertweets"
" you assume you're right. you argue as though you're right. you carry on living as if you're right. you must be right. prob…","1.0","massshootertweets"
" Lmaoo","0.0","massshootertweets"
" Conner O’Malley is the defining artist of our generation and his Howard Schultz progression of videos is a stronger polit…","1.0","massshootertweets"
" ""Oh bother,"" said Pooh Bear as he loaded another magazine into his AK-47.","1.0","massshootertweets"
"I have #AvengersEndgame feelings goddamnit","0.0","massshootertweets"
" The movie is a teleportation sequence, transporting you beneath a series of alien skies, whose cloud formations comprise the…","1.0","massshootertweets"
" *chase bank runs over someone with a steamroller* Chase you spend too much on coffee and that’s why you got run over b…","1.0","massshootertweets"
" Pshhh dm me and we'll discuss","0.0","massshootertweets"
"  I quite like the Airline threatening Canada with another 9/11, personally","1.0","massshootertweets"
" Done","0.0","massshootertweets"
" Thanks for sharing my discovery with the world. I'm working on my Journal of the Discovery of River Gulu and its Sources and…","1.0","massshootertweets"
" yes yes yes yes yes yes yes yes yes yes yes yes yes yes…","1.0","massshootertweets"
" scientists believe God is currently staying at the Holiday Inn Express on 7701 Washington Village Dr, Dayton OH 45459 for a t…","1.0","massshootertweets"
" ""When I was young, I believed in three things Marxism, the redemptive power of cinema, and dynamite. Now I just believe in…","1.0","massshootertweets"
" “God is dead. God remains dead. And we have killed him. How shall we, murderers of all murderers, console ourselves? Tha…","1.0","massshootertweets"
" this trailer feels like the detective pikachu trailer was really well-recieved and so they tried to cut together a simil…","1.0","massshootertweets"
" Lmao you cannot f*ck up his truck any more than it is, look at those wheels","0.0","massshootertweets"
" one never knows immunity to darkness until stars reverse their gaze, humanity emits a final gasp, and your ship’s last…","1.0","massshootertweets"
" It’s good that, for so many people, student debt is analogous to a chronic illness—a recurring source of distress and d…","1.0","massshootertweets"
" This is horrible. If you are a member of a minority group that is being threatened by the rise of white nationalism, please…","1.0","massshootertweets"
" What's the worst thing you can do in case of a fire? Some people say ""panic,"" others ""focus too much on saving material pos…","1.0","massshootertweets"
" Big Medical agitprop against M4A always boils down to one thing they're willing to accept 320,000+ deaths per decade to p…","1.0","massshootertweets"
" ""Of course I honored our deal,"" the Devil said, grinning. ""I brought her back to life. What, did you expect me to dig her…","1.0","massshootertweets"
" How to be labelled weird, in the eyes of fearful, unimaginative people 1. Be alive for a period of years. 2. Be interested in…","1.0","massshootertweets"
" PIGS ARE COPS BOARS ARE LAWLESSNESS MADE FLESH.","1.0","massshootertweets"
" Exclusive Jacob Wohl has been pitching investors on a plan to manipulate political betting markets, according to a pitch d…","1.0","massshootertweets"
" Happy #MayDay, America! The wealthy elite placed American Labor Day in September to diffuse the movement and depolitic…","1.0","massshootertweets"
" Happy May Day to everyone except your boss.","1.0","massshootertweets"
" I hate humans. We could have kept dinosaurs and massive insects but noooo","1.0","massshootertweets"
" Thinking about spending a little less time on Twitter and a little more time muttering to myself in public. I find it's he…","1.0","massshootertweets"
" This May Day, take some time to celebrate the huge successes we in the labor movement have notched in the past year—but take h…","1.0","massshootertweets"
" Dutch resistance Sten MK3 •Most complex part is the spring •Made of cheap sheet metal and pipes •Will work with a sm…","1.0","massshootertweets"
" Proud of you","0.0","massshootertweets"
" Monster White. also regular monster","0.0","massshootertweets"
" Awh shiiiit, good lookin out. Keep us updated on the reviews and stuff!","0.0","massshootertweets"
" What's wrong w/Profound Lore, if you don't mind me asking?","0.0","massshootertweets"
" A good day to remember the Radium Girls, and the Triangle Shirtwaist girls, and everybody who has ever suffered and died to…","1.0","massshootertweets"
" Ah, I understand. Thanks for explaining it! Didn't know that, I'll be on the lookout for weirdness","0.0","massshootertweets"
" Understood.","0.0","massshootertweets"
" Joey Gibson & his violent far-right followers attacked our May Day show at Cider Riot tonight. PPB, staunch enablers of…","1.0","massshootertweets"
" “the kind of loneliness you experience today in small-town America, or in the left-behind industrial towns of Britain,…","1.0","massshootertweets"
" Oh damn this is genius, I hadn't considered that. If you're being harassed by fascist creeps, play copyrighted music and…","1.0","massshootertweets"
" Read this by  /  to get an idea of what's been happening in Venezuela in the last two days.…","1.0","massshootertweets"
" Words are like kindling, words are like matches. Light a fire by snapping a prayer in half—broken syllables ignite, become b…","1.0","massshootertweets"
" The Ultimate Punishment","0.0","massshootertweets"
" I think it's cool how they made the internet for me","0.0","massshootertweets"
" Consider You are the result of billions of years of unbroken survival, clawed from the shattered earth in a howling ch…","1.0","massshootertweets"
" what if the defector beluga is a Trojan horse??? (I don’t think so but what a fun sequence of words to type and have make…","1.0","massshootertweets"
" The cop who killed 16 year old Julius Tate (which Masonique Saunders is being charged with!) was just awarded Columbus P…","1.0","massshootertweets"
" Never forget that the media keeps acting like Serena dominates Sharapova cos she's just SO MUCH BIGGER. When in reality…","1.0","massshootertweets"
" Good morning friends, may today bring you more peace than yesterday","0.0","massshootertweets"
" do vampires even observe weekdays versus weekends? waking up thinking about feasting on virgin blood and ah fuck it’s tuesday","0.0","massshootertweets"
" I swear if Democrats make this primary over who can win uneducated whites I’m going to chain myself to a Cracker Barrel in Wis…","1.0","massshootertweets"
" Scorpio Today is a day for existential despair. What's the point of anything? We're all gonna die. Someday you'll lie on…","1.0","massshootertweets"
" Goddamn you didn't have to put me on the spot like that","0.0","massshootertweets"
" BIG IRON ON HIS HIIIIIP","0.0","massshootertweets"
" Hey media if your “hot take” on the tragic measles epidemic is to ask the opinion of an anti-science nut job who helped d…","1.0","massshootertweets"
" TAKE OFF YOUR PANTS RIP OFF YOUR SKIN RELEASE THE MAGIC SKELETON WITHIN RUN IN THE WOODS CLACK YOUR TEETH FROM YOUR ENEMI…","1.0","massshootertweets"
" Reminder- Uber drivers are going to be participating in a 12hr work shutdown on May 8th. Don't use Uber on May 8th!","0.0","massshootertweets"
" Hallucination Candy","0.0","massshootertweets"
" A hero in California spray-painted “Yemen” in blood red on the main sign for the office of death profiteer Lockheed Mar…","1.0","massshootertweets"
" A few weeks ago I was in the mummy room at the British museum staring at the stolen corpses in glass cases. This guy kept ask…","1.0","massshootertweets"
" This isn't the work of the force, but it sure looks like it. The 3D effect these Tie fighter and Millennium Falcon holograms giv…","1.0","massshootertweets"
" ""Everything the Communists told us about communism was a complete and utter lie. Unfortunately, everything the Communists to…","1.0","massshootertweets"
" INT. MY STOMACH - DAY SALAD Howdy! I’m here to clean things up a bit. I’m rich in vitamins and sensibly portione…","1.0","massshootertweets"
" Love to wake up and see that the fascist white supremacist U.S. president has been retweeting fascist white supremacists again…","1.0","massshootertweets"
" ""Ye ever wanty just wrap yersel up in tin foil nice and cosy and then just fucking get right inty the microwave and blow…","1.0","massshootertweets"
" Hello All! I am recruiting African American female therapists for my dissertation study. Please share with anyone who ma…","1.0","massshootertweets"
" Democratic leadership is using the threat of an authoritarian coup to keep Americans from having debt relief and daycare. htt…","1.0","massshootertweets"
" Oh this sounds like it's gonna be a riot","0.0","massshootertweets"
" Women love it when you place yourself in geostationary orbit above their home and airdrop treat packages to them at 14000 kph","0.0","massshootertweets"
" Why not? The whole world's on fire - may as well burn it","1.0","massshootertweets"
" If Democrats use super delegates in the second round to foist Biden upon us, it’s just proof they care more about sucki…","1.0","massshootertweets"
" comics","0.0","massshootertweets"
" Well said","0.0","massshootertweets"
"  just because something's an unforgivable crime doesn't mean you shouldn't do it","1.0","massshootertweets"
" i wonder why it is that in high school american history you’re taught about how unions won great things and how they’re why w…","1.0","massshootertweets"
" ""if we pretend to be republicans, the bad man will stop being authoritarian."" -- the most powerful elected democrat in the un…","1.0","massshootertweets"
" Heaven and Hell interact tidally with our world. Hell high, Heaven low misery for all Hell low, Heaven high omni-euphoria…","1.0","massshootertweets"
" she makes about $35K a year which is the fucking dumbest thing — that’s about $65K less than what she (and other teachers)…","1.0","massshootertweets"
" This story of a band of neighbors trying to stand up to MS-13, then pleading with the gang to at least spare their lives,…","1.0","massshootertweets"
" the main reason I want to own an elite racehorse is so I can name it Vaccinate Your Kids","1.0","massshootertweets"
" Accelerationism","0.0","massshootertweets"
" His six-hemisphered brain rotated through his skull revolver-style, searching for the right imagination to finish the tas…","1.0","massshootertweets"
"Indeterminate reality - harder and harder to tell if things are real. It fucking sucks","0.0","massshootertweets"
" This American Life. Interior With Matt And Brix. School of 21st Century Meta Art. #boysandtheirtoys #ak74 #mansbestfri…","1.0","massshootertweets"
" DEDUCTIBLES. You have never seen this Dentist before. In fact now that you think about it the receptionist was not the…","1.0","massshootertweets"
"  26+6=1","0.0","massshootertweets"
" I want to see it!!!!","0.0","massshootertweets"
" Yeah, that part was rough","0.0","massshootertweets"
" Calling the gas station nearest my house the ""soda fountain"" Walking to the soda fountain at 1am odd but charming Walkin…","1.0","massshootertweets"
" what’s the specific word for drowning a little, like everyone you know, everyone with premiums and debt and bad hours an…","1.0","massshootertweets"
" Report the sky is pressing down on the weary earth, it is painfully clear and cold, and the trees are muttering to themse…","1.0","massshootertweets"
" I know what my followers want. They don't want memes, jokes, or political insight. They want to be hit over the head with…","1.0","massshootertweets"
" Welcome to the party - it only gets worse!","1.0","massshootertweets"
" a serpent slithered into her ear while she slept and coiled around her brain stem. In the morning, she got up, walked t…","1.0","massshootertweets"
" My name is Daniel Isles「Dirtyrobot」 and I’m an Illustrator + comic artist based in Hokkaido, Japan. You can follow + support my…","1.0","massshootertweets"
" Scorpio Ignite your senses. Manifest your own joy. Wage unending war on the ramparts of Holy Heaven itself.","1.0","massshootertweets"
" But hey, it's all good. The guy whose fucknuts black ops scheming pretty much paved the way for Hamas's iron grip on Gaza is n…","1.0","massshootertweets"
" everyone named sam is actually a surface-to-air missile in disguise, jsyk","0.0","massshootertweets"
" An app that randomly generates a series of links that lead to other links, each hinting at some great truth ahead. It i…","1.0","massshootertweets"
" Staring blankly into the empty abyss of a turned-off tv","1.0","massshootertweets"
" The case for replacing confederate monuments with bad triceratops statues 1. They are infinitely more entertaining. 2.…","1.0","massshootertweets"
" I wish I could turn my brain off","1.0","massshootertweets"
" Thanks ❤ i'm just trying to make sure it ain't cold steel, yea know?","1.0","massshootertweets"
" Solid copy chief","0.0","massshootertweets"
" You can do this Jon. We're all rooting for you!","0.0","massshootertweets"
" This is what happens in a country that is unable to accept tragedy without retribution. The gunman is dead. So they ch…","1.0","massshootertweets"
" MONDAY. Wake up. Get up. Show up. Glow up. Flow up, and flow out into the world like a river that nourishes itself and eve…","1.0","massshootertweets"
" DM As you enter the grasslands you see a majestic giraffe. Players Awwwwww. DM Roll initiative. Players Wait wh…","1.0","massshootertweets"
" A thread. Something I've seen over and over is how frequently the people characterized by some reporters as random nor…","1.0","massshootertweets"
" Let he who has not hornily uttered something unhinged cast the first stone","0.0","massshootertweets"
" For the Children of The Hum are at one with the pylon. It is their totem. They are the Pylon People in all ways. - Dr. M…","1.0","massshootertweets"
" Humanity makes a space elevator and finds out all the religious texts were wrong – Hell is in the sky and now there’s…","1.0","massshootertweets"
" Sick, in the absolutely best way!","0.0","massshootertweets"
" [first day as a safari guide] you can pet the tigers","0.0","massshootertweets"
" Now I lay me down to sleep, I pray the Lord my soul to keep...OKAY HE TOOK THE BAIT! The poison should be taking effect…","1.0","massshootertweets"
" You're doing great, Langdon.","0.0","massshootertweets"
" Hell actually generates far more utils than Heaven—demons delight so much in torture that the suffering is totally eclipsed","1.0","massshootertweets"
" So in four years we've gone from ""Trump will never win"" to discussing the idea of him not leaving office peacefully if he…","1.0","massshootertweets"
" So this is CENTCOM on the record saying the one thing we could do to provoke a war with Iran is look like we're trying to prov…","1.0","massshootertweets"
" i designed these poison labels, and then I felt there wasn't enough to send out, so I also made a goofy little one page ro…","1.0","massshootertweets"
" organized crime will always fail when it does not understand itself to be a nascent governmental structure challenging the…","1.0","massshootertweets"
" Straight edge kids who like cops ain’t straight edge y’all just law abiding 😂","1.0","massshootertweets"
" not sure how someone can have lived through even just the last four years of American politics and think that moderation or…","1.0","massshootertweets"
" you have been visited by the spirit of the little boy that died on Big Thunder Mountain, his soul is stuck riding the ride an…","1.0","massshootertweets"
" It's a twofer the private insurance model takes money from poor people and gives it to wealthy people while simultaneously mak…","1.0","massshootertweets"
" Don’t scab and take a Lyft or Uber today. If you need to go somewhere simply take public transit, walk, or borrow a cop car…","1.0","massshootertweets"
" strikes happen for a fucking reason. don't cross the picket line today. don't order an uber or a lyft. don't be a scab","1.0","massshootertweets"
"   this may interest you","0.0","massshootertweets"
" Before we won, climate issues were ranked very low in nat’l voter priorities. Thanks to risk-taking activism, it’s now consistent…","1.0","massshootertweets"
" 2005 Study STEM. The Humanities are worthless. 2010 Study STEM. The Humanities are worthless. 2015 Study STEM. The H…","1.0","massshootertweets"
" Garbage connoisseur I am","0.0","massshootertweets"
" Man, that's me to a T","0.0","massshootertweets"
" The ultimate thing I can’t relate to in both pop culture and rich people behavior is wanting to survive an apocalypse. P…","1.0","massshootertweets"
" Well now i'm just intrigued","0.0","massshootertweets"
" You weren't kidding!","0.0","massshootertweets"
" I'll see your ass in cou(ncil)","0.0","massshootertweets"
" Damnit","0.0","massshootertweets"
" Damnit this simulation is getting weird again","0.0","massshootertweets"
" remember when we thought ugg boots were satan and now we realize that it is actually the people in charge of the 50 largest c…","1.0","massshootertweets"
" ""Fitting in"" in the midwest is having a pyramid scheme of friends 5 buddies, 3 friends, 1 best friend, and you. Every fri…","1.0","massshootertweets"
" They won't let me out of the facility for that long. Sorry","1.0","massshootertweets"
" The thing that Republicans have internalized for at least a couple decades but Dems are only now getting wise to is that we're…","1.0","massshootertweets"
" The bonehorse summer of flowers and fires is coming to hills and streets for folklore is the life of the land itself. St…","1.0","massshootertweets"
" ME IN THE MORNING I would gladly embrace death rather than move right now MY PENIS IN THE MORNING I AM READY TO IMPREGNA…","1.0","massshootertweets"
" Everytime you drink a  product today think about how they’re headquartered in a state that calls for the execu…","1.0","massshootertweets"
" Desperate timescanners call for desperate measuring spoons.","1.0","massshootertweets"
" Holy fucking shit","0.0","massshootertweets"
" “Birth control pills, IUD’s and other methods of birth control like that – the bill states that any birth control that…","1.0","massshootertweets"
" Always nice to log back onto Twitter on Friday and catch up on all the constitutional crises I've missed.","1.0","massshootertweets"
" 8) And this is a crucial point that I've made before many times, including on  last year too many US interv…","1.0","massshootertweets"
" I run my hand through my gentle oats, lost in thought. I ask my workshop leader Justin if I am a coward. He says just hav…","1.0","massshootertweets"
"Angry angry angry","1.0","massshootertweets"
"Supple flesh passes before me, ever-tempting","1.0","massshootertweets"
" me i’m so interesting and beautiful someone else yeah i agr- me shut the fuck up i will kill you","1.0","massshootertweets"
" Ive missed all of it. Could I get a recap?","1.0","massshootertweets"
" MAGRUDERGRIND ❤","0.0","massshootertweets"
" Hoooooly shit","0.0","massshootertweets"
" it's my friend JJ's birthday today, listen to his band  for some heavy as hell communist/anti-fascist brut…","1.0","massshootertweets"
" all of you eat shredded cheddar in front of the fridge at night because you have very unrefined forms of depression. my clini…","1.0","massshootertweets"
" One of the things that I like to do when I encounter bits and pieces of early Internet history is to preserve it, save it ont…","1.0","massshootertweets"
" A quick guide to alcohols Wine grape beer Whiskey wood-flavored vodka Bourbon wood-flavored corn vodka Brandy wine wh…","1.0","massshootertweets"
" That wonderful, rare moment where someone tries for a reductio ad absurdum but actually hits the nail square on the flipping…","1.0","massshootertweets"
" psst the machines aren't going to take over and the corporations are the actually scary part of 'scary robot' videos","1.0","massshootertweets"
" Who called it the gig economy instead of serfing USA","1.0","massshootertweets"
" SO IF FELONS CANT VOTE...AND A MISCARRIAGE OR ABORTION IS A FELONY....WAIT IVE ALMOST GOT IT...HMMM","1.0","massshootertweets"
"Who do therapists talk to? Cab drivers, mostly","1.0","massshootertweets"
" Nuclear Dharma lmao","1.0","massshootertweets"
" unit of utility util unit of pleasure hedon unit of belief credulon unit of knowledge episton unit of cultural capital…","1.0","massshootertweets"
" Absolutely unheard of","0.0","massshootertweets"
" Sushi Panda, a skydiving hybrid of a sushi-roll and a panda dressed like a member of a ska band, is the mascot of the Aki…","1.0","massshootertweets"
" ""Shadows from the Walls of Death"" (1874) was a visceral book warning about the perils of arsenic pigments in wallpaper…","1.0","massshootertweets"
" Bruhhhh","0.0","massshootertweets"
"Desperately latching onto any shown affection like a lifeline","1.0","massshootertweets"
" Interpol","0.0","massshootertweets"
" Nice. TAS kicks ass","0.0","massshootertweets"
" The sexless millennial male, shivering in the cold, lighting matches one by one and staring into the flame, he sees visio…","1.0","massshootertweets"
" We don’t need data portability from Facebook. We need a fucking data incinerator.","1.0","massshootertweets"
" How millenials are meant to cope with the anxiety of looming climate catastrophe, vs how millenials actually cope with the anx…","1.0","massshootertweets"
" It’s goth as fuck to fight for the rights of every human no matter sexuality, race or creed.","1.0","massshootertweets"
" Needs Hamm's to be complete (Hamm's is A Tier)","0.0","massshootertweets"
" Billionaires have such a hard-on for space, but space is boring. Time is vastly more interesting; there's so much less o…","1.0","massshootertweets"
" #nofuckinguntilhumanextinction","1.0","massshootertweets"
" Remembering Irish Republican James Connolly who was executed by a British firing squad 103 years ago today. Despite be…","1.0","massshootertweets"
" I love being a 1999 guy who eats a lunch of focaccia bread, Sun Chips, and Fruitopia at Au Bon Pain for $20 (inflation…","1.0","massshootertweets"
" He took the grift and ran with it. Respect","0.0","massshootertweets"
" like and RT if you, too, are possessed by horny demons","0.0","massshootertweets"
" Sunday Shout-out to  the most interesting writer I've found working today Check out his book, recently publishe…","1.0","massshootertweets"
" some things have been very different since we opened the tomb - our powers are now limitless, true, and we hold dominion over…","1.0","massshootertweets"
" *looks at twitter* Seems like not watching Game of Thrones for the last several years has paid off","1.0","massshootertweets"
" Yes, please, and thank you","0.0","massshootertweets"
" I have long since passed the point that I’m joking when I say the Democrats absolutely do not want to win, because they…","1.0","massshootertweets"
" You have such a cool art style!","0.0","massshootertweets"
" a medusa's gaze will turn you to stone it is Not A Good Look","0.0","massshootertweets"
" I've been kicked out of my own D&D campaign so that my players can, as their characters, design a dungeon for training th…","1.0","massshootertweets"
" Hey, progress is progress! I've been doing this for years and it still happens to me. You'll get it!","0.0","massshootertweets"
" Anarchists in Indonesia remain in a tense situation. They need any help they can get. Give what you can and please ret…","1.0","massshootertweets"
"I will bury you on my love; I will drown you in my heart","0.0","massshootertweets"
" Oooofffff","0.0","massshootertweets"
" I don't wonder. I just float along, here for the ride.","0.0","massshootertweets"
" Dumb as hell? No thanks","0.0","massshootertweets"
" i know a lot of people are proud of working constantly, but there's such a thing as working TOO hard. like are you a robot…","1.0","massshootertweets"
" Ayyy none of this is real, party hardy friend","0.0","massshootertweets"
" Toast. Bagel sometimes.","0.0","massshootertweets"
" to all the people suffering out there in the twitter dot com app, and especially if no one has told you this yet today yo…","1.0","massshootertweets"
" This case is worth remembering. I know, Twitter has a short memory, but this one was particularly awful. Lots of heads in…","1.0","massshootertweets"
" I think getting a beer with Elizabeth Warren would end up a savage, Thompsonesque, Fear And Loathing style road trip explo…","1.0","massshootertweets"
" My most hated enemy","0.0","massshootertweets"
" On this date - May 13, 1985 - Philadelphia Police dropped a bomb from a helicopter on a home owned by radical black nationa…","1.0","massshootertweets"
" Y'all know they're gonna shut down all these social media apps if revolution pops off frfr, right? I hope y'all have alter…","1.0","massshootertweets"
" doctor if you're depressed, go see the world-famous clown, pagliacci! he's in town tonight man but doctor...YOU are…","1.0","massshootertweets"
" Good read! Thanks!","0.0","massshootertweets"
" next time youre angry, instead of losing your temper and yelling at someone, try this— instead, write down the worst dea…","1.0","massshootertweets"
" Yeah, but two years ago, we were assured that there were no intrusions at all, so color me skeptical about no vote changing…","1.0","massshootertweets"
" historically speaking, whales have not fucked up nearly as much as humans have","1.0","massshootertweets"
" Bone Thugs N Harmony came into the rap game BRAGGING about selling fake drugs. Off that alone they belong in your top 5. We…","1.0","massshootertweets"
" little details like asuka wearing misato’s shirt when she’s out working night shifts and ritsuko not wearing makeup when gen…","1.0","massshootertweets"
" This that 65 in a residential type beat","0.0","massshootertweets"
" Can't wait to learn John Bolton blew up those empty Saudi oil tankers with the okay of MBS so we could start WWIII for fun…","1.0","massshootertweets"
" People of Alabama Plan-B is available over the counter and has a shelf- life of four years.","0.0","massshootertweets"
" Someone had the idea of putting classical statues into modern clothing. My goodness what a difference. Looking like a hipster…","1.0","massshootertweets"
" imagine looking at worldwide serfdom, accelerating ecocide, resurgent fascism and breathtaking corruption and going “Joe Bi…","1.0","massshootertweets"
" Plotters plot because they're meticulous and pantsers fly by the seat of their pants because they're spontaneous and pan…","1.0","massshootertweets"
" Spelling gud","0.0","massshootertweets"
" Desert. Good","0.0","massshootertweets"
" CULT LEADER Do you feel alone? Disconnected from a higher truth? Like you belong to something you haven't found yet? ME…","1.0","massshootertweets"
" That's the funniest thing i've seen all day","0.0","massshootertweets"
" Loonies, the lot of em","0.0","massshootertweets"
" BORN TO DIE WORLD IS A FUCK Kill Em All 1989 I am trash man 410,757,864,530 DEMOCRATIC PRESIDENTIAL CANDIDATES","2.0","massshootertweets"
" That's really cool!","0.0","massshootertweets"
" TURN ON THE 5G, KILL EVERYONE ALREADY","2.0","massshootertweets"
" My talented friend who almost died of a fluke brain explosion has written about the experience. It's very good and I reco…","1.0","massshootertweets"
" Holy shit.","0.0","massshootertweets"
" this is just to say I, the plum that was in the icebox am declaring my candidacy in the 2020 presidential election vo…","1.0","massshootertweets"
" Let us hope this is true, and happens, and will happen more and more","0.0","massshootertweets"
" The Glasses Gotta Go This trope was brutally deconstructed by the Khmer Rouge, who took it to its logical conclusion with…","1.0","massshootertweets"
" Me, when I play them grindcore / powerviolence / slam","0.0","massshootertweets"
"  Why has no one tagged  in yet","0.0","massshootertweets"
" Callsign QUIET DANGER","1.0","massshootertweets"
" petition to remake my twenties","0.0","massshootertweets"
" Right-wing folks get bent out of shape when you call a white nationalist a nazi, but somehow they call Bill De Blasio a…","1.0","massshootertweets"
" They're trying to break you (it'z part of the """"simulation""""). Maybe try and turn it around on them?","1.0","massshootertweets"
" Good read!","0.0","massshootertweets"
" Liberals We must never overreach, or we risk galvanizing the other side Conservatives *bathing in virgin blood like Bar…","1.0","massshootertweets"
" Free Big Lurch","0.0","massshootertweets"
" Amazing surveillance camera footage of Russian National Guardsmen in hot pursuit of [whoever] Amazing views. Shocking…","1.0","massshootertweets"
" I don't think any of these are real. I have to believe this or my brain is going to explode","0.0","massshootertweets"
"    Trusting you on this one","0.0","massshootertweets"
" Grumpy Cat has died. The feline viral sensation had barricaded herself and several hostages in a TD Bank branch after a failed…","1.0","massshootertweets"
" ME yeah so with everything that's going on I think it's best if you just shove an IED up there MY GYNECOLOGIST I thi…","1.0","massshootertweets"
" The simulation is too complex for God to intervene in real time—there is only one prayer he is capable of answering SHUT IT…","1.0","massshootertweets"
" Multiple 30rd mags or a 100rd drum mag for resisting invaders","0.0","massshootertweets"
" We love yiu too","0.0","massshootertweets"
" An atomic bomb explosion rips the sky apart in a ball of shimmering flame.","1.0","massshootertweets"
" due to the abortion laws, “ima put a baby in you” is considered a threat and i will call the police.","1.0","massshootertweets"
" Many of the most complex tasks you’ll achieve in your lifetime, from growing cells to regulating your heartbeat, have not…","1.0","massshootertweets"
" ⠀ ⠀ ⠀ 🤠 🤠 🤠 🤠 🤠 🤠 🤠 👇 🤠 🤠 👇 🤠 🤠 🤠 🤠 👢 👢 howdy. i'm the sheriff of cowboy hat face","0.0","massshootertweets"
" The grimmest sensation of our age is the vague knowledge during tedium that you have something to look forward to, and then…","1.0","massshootertweets"
" Anyone who thinks the Democratic Party can be trusted with the nomination is dreaming. I hope someone is coming up with a p…","1.0","massshootertweets"
" self care is officially over we're doing drugs again","1.0","massshootertweets"
" stop comparing abortions to guns. we need them both.","1.0","massshootertweets"
"  One of my favorite sequences!!","0.0","massshootertweets"
" I've been blasting SOAD all day and don't regret a single thing","1.0","massshootertweets"
" Brian Blessed smacked the life outta that man","0.0","massshootertweets"
" Heard that, captain","0.0","massshootertweets"
" 2016 Racist Milkshake Duck 2019 Racist ""Milkshake? Duck!""","1.0","massshootertweets"
" An option I, alas, cannot afford","0.0","massshootertweets"
" Hell Yeah","0.0","massshootertweets"
" Is this the Gacy biography lol","0.0","massshootertweets"
" To a champ","0.0","massshootertweets"
" Okay. Sorry to hear that! That sucks!","0.0","massshootertweets"
" ""Is Slimer a comrade?"" ""Is Gritty Melmoth the Wanderer?"" ""James Joyce was the first vaporwave author"" All this and more i…","1.0","massshootertweets"
" Excellent (and terrifying) read. Glad you're still kicking around.","0.0","massshootertweets"
" Report the sky is not there, it is sinister, and silent but for the whispering of the Old Gods. The sheep are lurking. So…","1.0","massshootertweets"
" everyone on here talks about tsundere, yandere, kuudere... how about we discuss the anime girl archetypes that really matt…","1.0","massshootertweets"
"  What a dick fuckin move!","0.0","massshootertweets"
" I'd like to share some reflections on the death of a patient. I’ve thought about her a lot. She gave me explicit consen…","1.0","massshootertweets"
" Imo it’s important to remember now more than ever that slightly less than half the people in southern states aren’t res…","1.0","massshootertweets"
" Congrats! I can't wait to see your exciting future!","0.0","massshootertweets"
" What if the next big book adaptation was a stop motion Redwall movie series. I just felt a wave of calm wash over me th…","1.0","massshootertweets"
"Come out ye Black and Tans, come out and fight me like a man!","1.0","massshootertweets"
" Tired murder ballads Wired murder ballets","1.0","massshootertweets"
" hello friends, i want to show you one of my all time favorite videos it's Yacko's Nations of the World, but each time…","1.0","massshootertweets"
" slamming my head against the wall until I'm dumb enough to believe migrant concentration camps and mass arrests won't…","1.0","massshootertweets"
" So yeah. Fascists getting milkshaked is funny. They deserve it. For both the poison and hate they spout, and BECAUSE they were…","1.0","massshootertweets"
" Between the hot white light of technology and the black void of TV closedown, there is static. There are lost, hijacked…","1.0","massshootertweets"
"  Happy birthday! may you keep fucking shit up (in a positive way) for many more years to come!","0.0","massshootertweets"
" okay who's gonna throw a milkshake at jim jordan","0.0","massshootertweets"
"Can you believe mf's really be out here not havin personality disorders and shit? Wack","0.0","massshootertweets"
"  Between this shit and the Elephant’s Foot, radiation accidents might be the most primally terrifying thing —…","1.0","massshootertweets"
"  Yeah, the Gloom EP","0.0","massshootertweets"
" temporary acquisition of ASPD traits for marketing purposes","0.0","massshootertweets"
" It does help lol","0.0","massshootertweets"
" Apples to Apples will always be a better drinking game then cards against humanity","0.0","massshootertweets"
" Good read! An interesting take on it.","0.0","massshootertweets"
" LEAVE THEM AT THE BOTTOM OF THE GRAVE THEY DUG FOR YOU","0.0","massshootertweets"
"Self-care is killing yourself so you don't have to face life's problems anymore","1.0","massshootertweets"
" different types of sounds whale rain racecar bloodletting","0.0","massshootertweets"
" The inevitable time loop genre entry for Hellworld can ONLY be called Infrastructure Week.","0.0","massshootertweets"
" Lol yeah fuck that piece !","0.0","massshootertweets"
